idFrameElement,frameName,name,coreType,description
9718,Container_focused_placing,Means,cty_peripheral,The #Means by which the filling occurs.
9721,Container_focused_placing,Time,cty_peripheral,When the filling occurs.
9722,Container_focused_placing,Place,cty_peripheral,Where the filling takes place.
9724,Container_focused_placing,Instrument,cty_peripheral,The #Instrument with which the filling occurs.
9677,Container_focused_removing,Agent,cty_core,The #Agent is the entity that does the emptying.
9678,Container_focused_removing,Theme,cty_core,The #Theme is the physical object or substance which changes location.
9679,Container_focused_removing,Source,cty_core,The #Source is the region or container which is emptied of something.
9688,Container_focused_removing,Cause,cty_core,The #Cause is the non-sentient force which instigates the emptying.
9680,Container_focused_removing,Path,cty_peripheral,The #Path is any description of a trajectory of motion which is neither a #Source nor a #Goal.
9681,Container_focused_removing,Goal,cty_peripheral,"The #Goal is any expression which tells where the #Theme ends up, or would end up, as a result of the motion."
9682,Container_focused_removing,Degree,cty_peripheral,The #Degree to which the #Agent empties the #Source.
9684,Container_focused_removing,Manner,cty_peripheral,The #Manner in which the #Agent empties the #Source.
9685,Container_focused_removing,Means,cty_peripheral,The #Means by which the #Agent empties the #Source.
9687,Container_focused_removing,Instrument,cty_peripheral,This is the object with which the #Agent empties the #Source.
9689,Container_focused_removing,Place,cty_peripheral,The location where the emptying takes place.
9690,Container_focused_removing,Time,cty_peripheral,The time at which the emptying takes place.
3791,Containing,Container,cty_core,The #Container is the physical object which holds within its boundaries the #Contents.
3792,Containing,Contents,cty_core,The #Contents is the substance or objects contained within the physical bounds of the #Container.
3793,Containing,Time,cty_peripheral,The time at which the #Container holds the #Contents.
12754,Containment_scenario,Contents,cty_core,The thing or substance located within the #Container.
13047,Containment_scenario,Container,cty_core,The non-point-like entity which has a Boundary which (largely or completely) separates the #Interior region from the Exterior region. It normally also has a #Portal which links the #Interior and Exterior regions.
13049,Containment_scenario,Interior,cty_core,"The (finite) region which is inside the Boundary of the #Container, disjoint from the Exterior, and overall closer or included in the #Container."
12755,Containment_scenario,Time,cty_peripheral,The period or moment in which the #Contents occupy the #interior of the #Container.
13050,Containment_scenario,Portal,cty_peripheral,"A (relatively small) region which goes through the Boundary, connecting the #Interior and Exterior of the #Container."
4850,Contingency,Outcome,cty_core,An open question that is (to some #Degree) predictable from the #Determinant.
4851,Contingency,Determinant,cty_core,An open question that determines the #Outcome.
4852,Contingency,Degree,cty_peripheral,The amount of predictive power supplied by the #Determinant with respect to the #Outcome.
6969,Continued_state_of_affairs,State_of_affairs,cty_core,A state which holds prior to and up through the #Reference_occasion.
6970,Continued_state_of_affairs,Reference_occasion,cty_core,The time or event (normally speech time) with respect to which the #State_of_affairs is located.
9901,Contrary_circumstances,Event,cty_core,The #Event that occurs despite an #Adversity that would seem to contradict the possibility of its occurence.
9902,Contrary_circumstances,Adversity,cty_core,The #Adversity is a state of affairs or entity that hinders or negatively affects the #Event.
9903,Contrary_circumstances,Contrary_circumstances,cty_peripheral,The #Contrary_circumstances are the circumstances that would normally be expected to occur given the presence of the #Adversity.
3661,Contrition,Experiencer,cty_core,It indicates the person who experiences the emotion about their prior action.
3662,Contrition,Action,cty_core,It marks expressions that indicate a prior action that the #Experiencer has come to feel bad about.
3664,Contrition,Expressor,cty_core,It marks expressions that indicate a gesture or body part which is displaying the #Emotional_state of the #Experiencer.
3666,Contrition,Emotional_state,cty_core,It is modified by an adjective  that indicates the #Experiencer is contrite.
3663,Contrition,Degree,cty_peripheral,It marks expressions that indicate how badly the #Experiencer feels about their prior action.
3665,Contrition,Authenticity,cty_peripheral,It marks expressions that indicate whether the #Experiencer genuinely feels contrite or just acts as if they did.
7956,Control,Controlling_entity,cty_core,"A thing or person whose behavior controls a #Dependent_entity, #Dependent_situation, or #Dependent_variable."
7957,Control,Dependent_entity,cty_core,"An entity, usually a thing, that is influenced in its behavior by a #Controlling_entity or an #Controlling_situation."
7958,Control,Controlling_variable,cty_core-unexpressed,"A scalar variable (with unspecified value) which has an effect on the #Dependent_entity, #Dependent_situation, or #Dependent_variable."
7959,Control,Dependent_situation,cty_core-unexpressed,"A situation whose temporal or other characteristics are influenced by a #Controlling_entity, #Controlling_situation, or #Controlling_variable."
7960,Control,Dependent_variable,cty_core-unexpressed,"A scalar variable, whose value depends on the behavior of a #Controlling_entity, a #Controlling_situation, or a #Controlling_variable."
7961,Control,Controlling_situation,cty_core-unexpressed,"A situation whose temporal or other characteristics control a #Dependent_entity, #Dependent_situation, or #Dependent_variable."
7962,Control,Degree,cty_core-unexpressed,The #Degree to which the controlling element affects the dependent element. 
7963,Control,Time,cty_peripheral,The #Time at which the controlling occurs.
7964,Control,Place,cty_peripheral,The location at which the controlling occurs.
7965,Control,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an #Controlling_entity that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
10423,Controller_object,Control,cty_core,It identifies the entity or substance that is designed to have a particular #Use. This is often an incorporated FE.
10424,Controller_object,Use,cty_peripheral,The use for which an control is intended.
10430,Controller_object,Controlled_entity,cty_peripheral,The entity which the #Control controls.
6718,Convey_importance,Speaker,cty_core,The person who uses language in the written or spoken modality to convey a #Message to another person.
6720,Convey_importance,Message,cty_core,The proposition whose denotation the #Speaker presents as important.
6721,Convey_importance,Medium,cty_core,The physical or abstract setting in which the #Message is conveyed.
6719,Convey_importance,Addressee,cty_peripheral,The #Addressee is the audience to which the #Speaker communicates the #Message.
6722,Convey_importance,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs, in particular secondary effects (loudly), general descriptions comparing events (the same way), and salient characteristics of an agent that also affect the action (deliberately, eagerly, carefully)."
6723,Convey_importance,Means,cty_peripheral,The #Means by which the #Speaker communicates the importance of the state of affairs denoted by the #Message.
6724,Convey_importance,Time,cty_peripheral,The time at which the #Speaker communicates a #Message.
6726,Convey_importance,Degree,cty_peripheral,The degree of importance that the #Speaker conveys the #Message s denotation as having.
